CNT,SCHOOLID,StIDStd,ST24Q01,ST24Q02,ST24Q03,ST24Q04,ST24Q05,ST24Q06,ST24Q07,ST24Q08,ST24Q09,ST24Q10,ST24Q11,ST27Q01,ST27Q02,ST27Q03,ST27Q04,ST27Q05,ST27Q06,ST27Q07,ST27Q08,ST27Q09,ST27Q10,ST27Q11,ST27Q12,ST27Q13,CSTRAT,ELAB,MEMOR,Reading,ESCS,gender,immig2
USA,154,4850,2,1,2,2,1,2,2,2,2,1,1,3,4,3,2,1,4,3,2,4,1,4,2,3,1.6056,-0.6208,0.1036,523.3,1.5852,0,0
USA,154,4846,1,4,3,1,4,1,4,1,1,3,3,1,4,2,2,1,2,1,1,1,1,1,1,1,-1.3664,-1.5227,-1.9702,643.07,1.2156,0,0
USA,154,4849,1,1,1,2,1,1,1,1,2,2,1,3,3,2,2,2,1,4,2,2,2,3,2,3,-0.5485,-0.2743,0.395,524.02,0.9305,0,0
USA,154,4842,2,1,2,1,1,2,3,2,1,2,2,3,3,3,3,3,3,3,2,3,3,4,2,3,0.4861,0.3277,0.6832,635.62,1.6908,0,0
USA,154,4856,2,2,3,2,3,2,3,2,2,3,3,1,4,2,3,3,3,4,2,3,2,4,3,3,0.7826,0.3277,0.1036,656.3,0.8119,0,0
USA,154,4857,1,3,3,1,3,1,3,1,1,3,4,2,3,3,2,4,4,3,1,4,1,2,1,2,0.2159,-1.5227,0.6832,566.71,1.5852,1,0
USA,154,4861,2,3,3,1,3,1,4,1,2,4,4,4,4,4,4,2,4,3,1,4,1,4,1,4,2.504,-0.6208,0.9843,592.09,1.8987,0,0
USA,155,4884,2,2,3,2,3,2,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,2.6934,533.1,0.3247,1,0
USA,155,4875,2,2,3,2,2,2,2,2,2,2,2,4,4,4,1,3,4,4,1,4,2,4,2,4,2.504,-1.0185,1.7893,659.1,0.3457,1,0
USA,155,4893,2,2,3,2,3,1,2,2,2,3,3,3,3,3,3,1,3,1,2,3,2,2,2,2,-0.2945,0.0385,-0.5436,512.29,0.0505,1,0
USA,155,4889,1,4,4,1,3,1,4,2,1,4,4,3,3,3,3,2,2,2,2,3,2,2,2,3,-0.2945,0.0385,0.1036,622.47,-0.7214,1,0
USA,155,4864,2,2,3,1,3,1,3,2,2,3,4,3,4,4,4,3,4,3,2,4,2,4,1,2,1.1341,0.0385,0.9843,540.01,0.1399,1,0
USA,155,4888,1,4,4,1,4,1,4,2,1,3,3,2,4,3,4,1,4,3,4,4,4,4,3,4,2.504,1.9347,-0.2055,708.67,0.3002,1,0
USA,155,4883,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,-1.6827,-2.4098,-3.0191,425.94,-0.9328,1,0
USA,155,4894,2,1,2,2,2,2,3,2,2,2,1,2,2,3,2,2,2,2,2,3,3,3,2,2,-0.5485,0.0385,-0.2055,527.94,-0.1434,1,0
USA,155,4873,2,1,3,2,2,2,3,1,1,4,2,2,4,4,1,2,4,2,3,4,1,4,1,3,1.6056,-1.0185,0.1036,477.5,0.9756,1,0
USA,155,4865,2,2,3,2,3,2,4,2,1,3,3,3,4,3,2,2,4,2,1,4,1,4,1,4,2.504,-1.5227,0.1036,536.2,1.3149,1,0
USA,155,4869,2,4,4,2,2,2,2,1,2,3,2,2,4,3,3,2,3,3,2,3,3,3,2,2,0.2159,0.3277,0.1036,500.69,0.1623,1,0
USA,155,4878,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,3,1,1,2,2,3,2,3,-0.0411,-1.0185,-1.3817,477.18,0.1981,1,0
USA,155,4880,2,1,2,2,1,2,2,2,2,3,2,3,1,2,1,3,4,3,1,2,1,4,1,4,0.2159,-2.4098,0.395,517.93,-0.3847,1,0
USA,155,4886,2,2,3,2,3,2,4,2,1,3,3,2,3,2,2,1,4,3,1,4,3,4,2,2,0.7826,-0.2743,-0.5436,685.55,0.633,1,0
USA,155,4872,2,1,2,1,2,1,4,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,440.89,-0.6765,0,0
USA,155,4866,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,2,2,3,2,4,2,1,4,3,-0.2945,0.6034,0.1036,387.98,0.1033,0,0
USA,155,4874,2,2,3,2,2,1,3,2,1,3,2,,4,2,2,1,2,1,1,2,1,4,2,3,0.2159,-1.0185,-1.5934,622.31,1.6908,0,0
USA,155,4896,2,3,3,2,3,2,3,2,,3,3,1,3,2,4,4,4,2,1,1,1,4,3,3,0.2159,0.0385,-0.2055,394.55,-1.312,0,0
USA,155,4867,2,1,1,2,1,1,2,1,2,1,1,2,3,2,2,3,3,4,2,2,2,3,3,1,-0.5485,0.0385,0.395,456.68,0.5067,0,0
USA,155,4870,2,2,2,2,2,2,3,2,1,3,2,3,3,4,2,1,3,2,4,3,2,4,3,3,0.4861,0.6034,0.1036,569.48,0.5971,0,0
USA,155,4876,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,2,3,,2,3,,3,3,-0.0118,0.416,-0.2055,446.5,-1.1778,0,0
USA,155,4868,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,3,2,1,2,1,2,2,2,-0.8077,-1.0185,-0.9276,290.18,-0.0279,0,0
USA,155,4877,1,1,1,1,1,1,1,1,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,403.45,-0.1248,0,0
USA,155,4892,2,2,2,2,3,1,3,2,1,3,2,2,3,3,3,1,3,1,3,3,3,4,3,3,0.4861,0.8778,-0.9276,516.81,0.0441,0,0
USA,155,4891,1,1,1,2,1,1,2,2,2,1,1,3,3,4,4,3,2,2,2,3,3,4,4,3,0.2159,1.1676,0.6832,422.21,0.3895,0,0
USA,155,4890,1,1,1,2,1,2,2,2,2,2,1,2,4,4,3,2,3,3,2,2,2,4,2,2,0.2159,0.0385,0.395,476.97,0.053,0,0
USA,155,4882,2,3,2,2,1,1,1,2,2,1,1,2,3,3,1,1,3,3,1,3,3,4,1,2,0.2159,-1.0185,-0.2055,399.84,-1.2158,0,0
USA,155,4871,2,1,2,2,3,1,3,2,1,4,1,4,4,4,1,2,4,3,1,4,2,4,1,4,2.504,-1.5227,0.9843,480.33,-0.1664,0,0
USA,155,4879,2,1,2,2,3,2,1,2,2,2,2,3,3,3,3,4,4,4,2,3,3,3,3,3,0.4861,0.6034,1.3297,448.67,-0.1254,0,0
USA,155,4885,2,1,1,2,1,2,2,2,1,3,2,3,3,4,2,2,2,4,2,2,3,4,2,3,-0.0411,0.0385,0.9843,519.13,0.1136,0,0
USA,155,4881,1,2,1,1,1,2,1,2,2,1,1,2,4,2,2,1,3,2,1,3,1,4,1,3,0.7826,-1.5227,-0.9276,585.83,-0.6528,0,0
USA,155,4887,2,2,1,1,1,2,2,2,2,2,2,2,3,3,4,2,4,2,1,4,2,4,3,3,1.1341,0.3277,-0.2055,531.72,0.8209,0,0
USA,155,4895,2,1,1,2,1,1,1,2,1,1,1,2,3,3,2,1,3,2,2,3,2,2,2,2,-0.2945,-0.2743,-0.5436,435.36,-0.4525,0,0
USA,156,4911,2,1,2,2,1,1,2,2,1,2,1,2,4,2,3,1,2,2,1,2,4,3,3,2,-0.2945,0.6034,-0.9276,576.8,0.0537,1,0
USA,156,4929,2,2,1,2,2,2,2,1,1,2,1,3,2,2,1,1,1,2,1,2,1,2,1,1,-1.6827,-2.4098,-0.5436,461.37,0.297,1,0
USA,156,4903,2,3,2,1,3,1,3,2,1,2,2,2,3,4,2,4,2,4,1,3,1,4,1,3,0.2159,-1.5227,1.3297,596.81,0.4791,1,0
USA,156,4913,1,2,3,2,3,2,3,2,1,3,3,4,3,4,2,2,3,2,2,2,3,4,2,2,-0.0411,0.0385,0.6832,655.92,1.1069,1,0
USA,156,4919,2,2,3,2,3,1,3,2,1,3,3,3,3,4,4,3,3,2,1,2,2,3,1,2,-0.2945,-0.2743,0.6832,536.52,-0.2865,1,0
USA,156,4928,1,1,1,1,1,2,1,1,2,1,1,3,2,3,1,1,3,2,1,3,2,3,1,2,-0.2945,-1.5227,-0.2055,521.11,0.4464,1,0
USA,156,4920,2,2,1,1,3,2,3,2,1,1,1,2,3,2,2,1,2,1,1,2,1,3,1,4,-0.0411,-1.5227,-1.3817,575.13,-0.6587,1,0
USA,156,4907,1,4,4,2,4,2,4,1,2,2,2,2,2,2,,1,4,1,1,4,4,3,3,3,0.4861,0.6162,-1.3817,405.36,0.5041,1,0
USA,156,4921,2,3,2,2,3,1,3,2,2,2,3,2,3,3,3,1,4,2,1,2,1,3,1,2,-0.0411,-1.0185,-0.5436,566.15,-0.38,1,0
USA,156,4923,2,1,1,2,1,2,2,2,2,1,1,2,3,3,2,1,2,2,1,3,1,3,2,2,-0.2945,-1.0185,-0.5436,486.71,-1.1075,1,0
USA,156,4897,2,2,1,2,2,2,2,2,2,2,1,3,3,3,2,2,1,3,1,3,3,3,1,2,-0.5485,-0.6208,0.395,322.35,-0.9442,1,0
USA,156,4912,2,1,1,1,1,1,1,1,1,1,1,4,4,4,1,4,4,4,1,4,3,3,3,3,1.1341,-0.2743,2.6934,448.26,0.3331,1,0
USA,156,4918,1,4,4,2,4,1,4,1,1,3,4,2,1,1,2,1,1,1,1,1,1,2,1,1,-2.5423,-1.5227,-1.9702,542.32,0.4777,1,0
USA,156,4914,2,2,2,2,3,2,3,2,2,3,1,2,2,2,1,1,1,2,1,1,1,2,1,1,-2.0532,-2.4098,-0.9276,525.64,0.7172,1,0
USA,156,4904,2,2,3,1,3,2,4,2,2,3,3,4,4,4,4,2,4,2,2,3,4,4,3,3,1.1341,1.1676,0.6832,606.52,1.1128,0,0
USA,156,4906,2,3,3,2,3,1,3,2,1,3,3,2,4,2,2,3,3,4,1,4,2,4,2,4,1.6056,-0.6208,0.395,587.68,1.0181,1,0
USA,156,4901,2,3,2,2,3,2,3,2,2,3,2,2,2,2,1,1,2,3,1,1,1,3,1,2,-1.0786,-2.4098,-0.5436,683.24,0.1811,1,0
USA,156,4926,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,3,1,1,-1.6827,-1.0185,-1.9702,356.71,-0.3536,0,
USA,156,4916,1,2,2,2,2,2,2,2,2,2,2,4,3,3,4,4,2,4,1,1,2,4,2,3,-0.2945,0.0385,1.7893,414.6,-0.0004,0,0
USA,156,4925,2,3,3,2,3,1,2,2,2,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,2.504,2.7571,0.1036,596.33,1.4499,0,0
USA,156,4902,2,4,2,1,2,2,2,1,1,1,2,4,2,4,3,1,2,2,1,3,1,4,1,4,0.2159,-1.0185,0.395,543.26,-0.0726,0,0
USA,156,4905,1,3,3,1,3,2,2,2,1,3,3,3,2,2,3,2,3,2,1,2,1,3,1,2,-0.5485,-1.0185,-0.2055,590.48,0.5532,0,0
USA,156,4899,1,4,4,2,2,1,1,2,1,2,1,4,4,4,4,4,,4,4,4,4,4,4,4,2.3927,2.7571,2.6934,503.66,0.4637,0,0
USA,156,4917,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,-1.0786,0.0385,-0.9276,463.42,-1.4272,0,0
USA,156,4922,2,2,2,1,3,2,1,2,2,1,1,3,3,3,2,2,3,3,2,3,2,3,1,2,-0.0411,-0.6208,0.395,564.19,-0.2212,0,0
USA,156,4898,1,1,1,1,1,1,1,1,2,1,1,2,3,2,1,2,2,3,1,2,1,2,1,1,-1.0786,-2.4098,-0.2055,515.61,-0.6423,0,0
USA,156,4908,1,1,1,2,1,2,2,1,2,3,1,4,4,4,3,3,3,2,2,3,2,4,3,4,1.1341,0.3277,0.9843,524.18,1.2396,0,0
USA,156,4930,1,1,1,2,1,1,1,1,2,1,1,4,2,4,3,1,2,3,2,2,1,4,2,2,-0.5485,-0.2743,0.6832,475.84,0.6563,0,0
USA,156,4924,1,1,2,2,1,2,3,2,1,2,1,2,2,1,2,2,3,3,1,1,1,2,1,2,-1.0786,-1.5227,-0.5436,535.73,0.6468,0,0
USA,156,4900,2,3,3,1,3,1,3,2,1,4,4,4,4,4,4,2,4,1,2,3,2,4,2,3,1.1341,0.3277,0.395,523.54,-0.5489,0,0
USA,156,4915,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,3,1,2,-1.3664,-1.5227,-1.3817,464.3,-0.4111,0,0
USA,156,4909,1,3,3,1,3,1,4,1,1,3,3,1,2,2,1,1,2,1,1,2,1,3,1,2,-0.8077,-2.4098,-1.9702,624.39,0.4206,0,0
USA,156,4927,2,2,2,1,1,2,2,1,1,3,2,4,4,4,2,1,3,2,1,2,1,3,2,3,0.2159,-1.0185,0.395,487.71,1.3244,0,0
USA,156,4910,2,1,1,1,1,2,2,2,2,2,2,2,3,3,2,2,2,2,1,2,1,2,2,1,-1.0786,-1.0185,-0.2055,591.04,0.5629,0,0
USA,157,4942,2,4,4,2,3,1,4,2,2,4,3,4,3,4,4,4,4,4,3,4,4,3,3,4,1.1341,1.4986,2.6934,428,0.2881,1,0
USA,157,4954,1,1,2,1,1,1,1,1,1,1,1,2,4,2,2,2,2,2,2,2,2,3,2,2,-0.2945,-0.2743,-0.5436,515.55,-0.2851,1,0
USA,157,4963,2,1,2,2,1,2,2,2,1,4,1,2,2,2,1,3,2,2,1,1,1,4,2,2,-0.8077,-1.5227,-0.2055,470.11,-0.6352,1,0
USA,157,4951,2,1,2,2,3,2,3,1,1,3,2,3,4,3,3,2,4,3,3,3,3,4,4,4,1.6056,1.1676,0.395,397.76,0.8724,0,0
USA,157,4937,1,4,4,1,3,1,4,2,1,3,4,4,4,4,2,4,4,4,3,4,3,4,2,3,1.6056,0.3277,2.6934,348.56,-0.3029,1,0
USA,157,4949,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,4,3,4,1,3,1,4,1,2,0.2159,-2.4098,1.3297,499.66,-0.3643,1,0
USA,157,4955,2,3,3,2,2,1,3,2,2,4,3,2,4,2,2,4,4,2,2,4,4,4,2,4,2.504,0.3277,0.1036,441.67,1.2195,1,0
USA,157,4970,1,1,1,1,1,2,1,2,2,3,1,4,4,4,2,4,4,4,4,4,4,4,4,2,1.1341,1.4986,2.6934,456.21,-0.1505,1,0
USA,157,4932,1,2,4,2,3,2,2,2,1,4,4,3,4,4,4,4,4,4,3,4,3,4,4,3,1.6056,1.4986,1.7893,410.05,-1.7786,1,0
USA,157,4968,1,3,4,1,2,1,3,2,1,2,2,4,3,4,3,2,3,4,3,3,4,4,4,2,0.2159,1.4986,1.3297,374.7,0.2434,1,0
USA,157,4969,1,3,3,1,4,1,4,2,1,4,3,4,4,4,3,2,3,3,1,4,1,4,1,3,1.1341,-1.0185,0.9843,557.97,-0.1671,1,0
USA,157,4961,2,3,4,2,4,1,2,2,2,4,4,4,4,4,3,4,4,2,2,4,4,3,2,4,1.6056,0.6034,1.3297,502.84,1.2096,1,0
USA,157,4953,2,1,1,1,2,2,2,1,2,1,1,4,4,4,2,3,3,1,3,3,3,4,3,3,0.7826,0.6034,0.6832,470.27,-0.0712,1,0
USA,157,4960,2,2,4,2,2,2,3,2,2,1,3,3,2,3,2,2,2,2,1,2,2,3,2,2,-0.8077,-0.6208,0.1036,633.28,1.1333,1,0
USA,157,4931,2,3,2,2,4,2,4,,2,3,2,2,2,3,3,3,3,3,3,2,2,3,3,3,-0.2945,0.6034,0.395,382.64,0.8707,1,0
USA,157,4957,2,3,3,2,3,2,3,2,2,3,3,4,4,4,4,2,4,4,4,4,4,4,4,4,2.504,2.7571,1.3297,394.32,-0.6595,1,0
USA,157,4964,1,1,1,2,1,1,1,2,2,1,1,2,4,2,1,4,1,4,1,2,1,4,1,2,-0.2945,-2.4098,0.6832,374.78,0.148,1,0
USA,157,4956,2,2,2,2,2,2,2,2,2,3,2,4,4,4,3,3,3,4,2,3,2,4,2,3,0.7826,0.0385,1.7893,556.3,0.7971,1,0
USA,157,4962,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,2,3,2,4,2,4,0.7826,-0.2743,-0.5436,578.22,-0.2851,0,0
USA,157,4940,1,1,2,1,1,2,1,2,2,2,1,3,3,4,1,2,3,3,3,2,3,3,3,2,-0.2945,0.3277,0.6832,392.79,0.1669,0,0
USA,157,4933,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,2,4,3,3,3,3,3,0.2159,1.1676,0.395,288.65,-0.8484,0,0
USA,157,4939,2,2,2,2,3,2,2,2,2,2,2,3,3,3,4,1,2,1,2,3,3,3,3,3,-0.0411,0.8778,-0.5436,594.25,-0.0456,0,0
USA,157,4935,1,2,1,1,2,2,1,1,1,1,1,4,4,4,4,3,1,1,1,1,1,1,1,1,-1.6827,-0.6208,0.6832,377.32,0.6813,0,0
USA,157,4934,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,357.44,-0.5454,0,
USA,157,4947,,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,3,4,3,4,4,4,4,1.1341,2.7571,1.3297,373.31,-0.6175,0,0
USA,157,4967,1,3,3,1,1,1,3,2,2,4,4,1,3,2,4,1,3,2,3,3,4,3,4,3,0.2159,1.9347,-1.3817,472.48,-0.9079,0,0
USA,157,4965,1,1,1,2,1,1,1,2,2,1,1,4,3,4,1,3,2,3,1,2,2,4,2,2,-0.2945,-1.0185,1.3297,495.08,0.8925,0,0
USA,157,4943,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,4,2,2,0.4861,0.3277,1.3297,421.09,-0.3875,0,0
USA,157,4938,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,2,3,2,1,-1.6827,0.0385,-0.5436,475.44,-0.1575,0,0
USA,157,4959,2,2,2,2,2,2,2,1,2,3,2,4,4,3,3,4,4,4,2,4,1,4,2,4,2.504,-0.2743,1.7893,649.97,-0.1022,0,0
USA,157,4936,1,2,3,1,1,1,1,2,2,1,1,3,4,4,3,4,3,4,2,2,1,4,1,2,0.2159,-0.6208,1.7893,372.67,-0.9655,0,1
USA,157,4946,2,2,2,2,2,2,3,2,2,3,2,4,3,3,3,1,3,2,3,2,3,3,3,3,-0.0411,0.8778,0.1036,580.94,-0.0248,0,0
USA,157,4950,1,1,1,2,1,1,1,2,2,1,1,3,3,3,2,3,1,3,2,1,1,3,1,2,-1.0786,-1.0185,0.6832,446.18,0.1065,0,0
USA,157,4944,1,2,3,2,2,2,2,2,2,2,2,3,3,2,1,2,2,2,3,2,2,3,3,2,-0.5485,0.0385,-0.2055,417.88,-0.7214,0,0
USA,157,4945,2,2,3,2,2,1,2,1,2,3,2,3,4,4,2,2,2,2,1,3,4,4,4,2,0.2159,0.6034,0.395,357.6,-0.3549,0,0
USA,157,4952,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,355.35,-1.1632,0,0
USA,157,4966,1,1,1,1,1,2,1,1,2,2,1,4,4,2,3,3,3,4,2,3,2,4,2,3,0.7826,0.0385,0.9843,563.47,0.1108,0,0
USA,157,4941,1,1,2,2,1,1,1,2,2,1,1,3,2,3,2,3,4,3,1,3,1,3,1,2,-0.0411,-1.5227,0.6832,530.44,1.5293,0,0
USA,157,4958,1,1,1,2,1,2,1,2,2,1,1,2,3,3,3,3,2,2,3,2,2,2,2,3,-0.5485,0.3277,0.1036,390.06,0.7637,0,0
USA,157,4948,1,3,1,1,1,2,1,1,2,3,1,2,4,4,3,4,2,3,4,2,3,4,2,3,0.2159,0.8778,0.9843,363.13,0.0774,0,0
USA,158,5006,1,4,3,1,3,1,4,1,1,3,3,1,1,1,2,1,1,1,1,2,2,4,2,3,-0.8077,-0.6208,-3.0191,631.53,0.8861,1,0
USA,158,4980,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,3,4,4,4,3,4,2.504,1.4986,1.7893,400.36,0.0567,1,0
USA,158,4991,2,1,3,2,2,2,2,2,2,3,2,3,3,3,3,1,1,1,1,2,2,3,3,2,-0.8077,0.0385,-0.5436,549.15,0.7104,1,0
USA,158,4993,1,4,4,1,3,1,4,2,1,4,4,3,4,3,3,1,2,2,1,2,3,3,2,2,-0.2945,0.0385,-0.2055,563.77,0.5067,1,1
USA,158,4974,2,1,2,1,2,1,3,1,1,3,3,3,4,4,4,3,2,3,1,2,3,3,2,2,-0.2945,0.3277,0.9843,532.94,0.8925,1,1
USA,158,5004,2,2,3,2,3,1,2,2,1,3,3,1,4,2,4,1,4,2,3,4,4,3,2,4,1.6056,1.1676,-1.3817,693.02,0.6021,1,1
USA,158,4977,2,3,3,1,3,1,4,1,1,3,3,2,1,3,3,3,2,2,1,2,1,2,1,1,-1.6827,-1.0185,0.1036,465.18,-0.2631,1,0
USA,158,4976,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,1,4,2,4,2,2,1.1341,0.0385,2.6934,505.3,-0.2323,1,0
USA,158,5002,2,1,2,2,2,2,2,2,2,3,3,3,3,4,2,1,2,1,2,3,3,3,2,2,-0.2945,0.0385,-0.2055,514.2,0.7372,1,1
USA,158,4983,1,3,3,1,3,1,4,1,1,3,3,3,2,2,2,1,2,2,2,3,3,2,2,3,-0.5485,0.0385,-0.5436,480.75,-0.104,1,0
USA,158,4996,2,1,1,2,2,2,2,1,2,2,1,3,3,3,3,2,2,4,2,1,1,3,1,2,-0.8077,-0.6208,0.6832,454.85,1.2987,1,1
USA,158,5003,1,4,3,1,3,1,4,1,1,4,4,2,3,2,2,1,2,2,2,3,2,3,2,2,-0.2945,-0.2743,-0.9276,572.74,0.4191,1,1
USA,158,4984,2,1,1,2,2,2,2,2,2,2,1,3,4,3,2,2,3,2,1,3,1,3,2,2,0.2159,-1.0185,0.1036,530.08,-0.9488,1,1
USA,158,4975,1,3,3,1,3,2,3,1,1,3,4,1,3,3,2,2,3,4,1,3,3,3,2,1,-0.2945,-0.2743,0.1036,571.71,0.9125,1,0
USA,158,4997,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,-0.5485,0.0385,-0.2055,629.7,1.2885,1,0
USA,158,4985,2,2,2,2,3,2,3,2,2,3,2,4,4,3,3,3,3,2,2,3,2,3,2,2,0.2159,0.0385,0.6832,562.89,1.054,1,0
USA,158,4981,1,1,1,2,4,1,4,1,1,1,1,2,2,2,2,1,1,1,1,1,1,3,1,1,-1.6827,-1.5227,-1.3817,439.52,1.4499,1,0
USA,158,4992,2,2,3,1,3,1,3,2,2,3,3,2,3,3,3,2,2,2,1,3,1,4,2,2,-0.0411,-0.6208,-0.2055,539.38,0.2692,1,0
USA,158,4999,2,1,3,2,2,2,2,2,2,4,2,4,3,3,3,3,2,3,3,3,3,4,3,2,-0.0411,0.8778,0.9843,491.64,2.0016,0,0
USA,158,4987,2,2,2,2,2,2,3,1,2,2,2,3,3,3,3,2,3,2,3,3,3,3,3,2,-0.0411,0.8778,0.1036,400.08,0.4204,0,0
USA,158,4971,2,2,3,2,3,1,4,2,2,3,2,2,4,3,3,3,3,2,1,3,1,4,1,3,0.7826,-1.0185,0.1036,495.24,0.1864,0,1
USA,158,4979,2,1,1,2,3,2,2,2,2,2,2,3,3,2,2,1,2,1,1,3,2,3,3,2,-0.2945,-0.2743,-0.9276,439.45,0.0871,0,0
USA,158,4995,2,2,2,1,3,1,3,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,397.36,1.0284,0,1
USA,158,4994,2,2,2,2,1,2,2,2,2,3,2,2,2,3,3,2,3,2,2,2,3,2,3,2,-0.8077,0.6034,-0.2055,443.94,0.9748,0,0
USA,158,4972,1,1,1,2,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,1.3297,416.04,1.1403,0,0
USA,158,4982,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,2,3,2,4,2,3,0.4861,0.0385,0.395,462.29,0.4979,0,0
USA,158,5005,2,2,2,1,2,2,3,2,2,2,2,3,2,3,2,1,2,2,2,2,2,3,2,2,-0.8077,-0.2743,-0.2055,541.02,-0.9727,0,1
USA,158,4978,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,4,2,2,2,1,4,2,3,0.7826,-0.6208,0.1036,531.24,-0.2744,0,0
USA,158,4973,2,2,3,2,2,1,3,1,1,2,2,3,3,4,2,2,3,4,2,3,1,4,2,3,0.4861,-0.6208,0.9843,563.39,1.6908,0,0
USA,158,4989,2,2,2,2,1,2,1,2,2,2,1,2,3,3,2,1,1,1,1,2,1,3,1,2,-0.8077,-1.5227,-0.9276,592.65,1.1333,0,0
USA,158,5000,2,1,1,2,1,2,2,1,2,2,1,3,2,2,1,2,3,4,1,1,1,4,2,2,-0.5485,-1.5227,0.395,572.44,-0.395,0,0
USA,158,5001,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,1,2,1,3,1,2,-0.5485,-1.5227,-0.5436,622.71,0.42,0,0
USA,158,4986,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3,2,3,3,2,2,2,4,3,3,0.2159,0.3277,0.1036,550.64,0.9917,0,1
USA,158,4998,1,1,2,2,1,2,2,1,2,1,2,3,4,2,4,3,4,4,2,3,4,4,3,4,1.6056,1.1676,0.6832,543.02,0.4018,0,0
USA,158,4988,1,2,3,2,2,2,3,2,2,3,3,4,4,4,4,2,3,2,2,3,2,2,2,2,-0.0411,0.3277,0.6832,306.05,1.1069,0,0
USA,158,4990,2,1,3,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,3,2,3,-1.0786,-1.0185,-1.9702,515.53,0.4963,0,0
USA,159,5009,2,2,3,2,2,1,2,2,2,3,3,4,4,4,3,2,2,4,3,2,2,4,2,2,-0.0411,0.3277,1.3297,511.1,0.0477,1,0
USA,159,5015,2,3,4,1,3,1,4,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,586.88,-0.8992,1,0
USA,159,5039,2,4,3,1,4,1,3,2,1,3,3,3,3,4,1,1,1,3,1,3,1,3,3,3,-0.2945,-1.0185,0.395,423.63,-1.1273,1,0
USA,159,5016,2,1,2,1,3,2,2,2,1,4,3,3,4,4,2,2,2,3,1,2,1,2,3,2,-0.5485,-0.6208,0.6832,475.91,-0.4672,1,0
USA,159,5022,1,3,2,2,3,2,2,2,2,2,2,3,3,4,3,3,3,3,2,3,2,4,2,4,0.7826,0.0385,0.9843,349.76,-0.1948,1,0
USA,159,5024,2,1,1,2,3,1,3,2,2,1,2,2,3,4,1,1,2,1,1,3,2,4,1,3,0.2159,-1.5227,-0.5436,419.19,0.586,1,0
USA,159,5040,2,3,2,2,,2,2,2,2,3,2,2,4,3,2,2,2,2,2,3,4,4,2,1,-0.0411,0.3277,-0.2055,435.15,-0.6,1,0
USA,159,5027,1,1,1,1,1,1,1,1,1,1,1,2,3,2,,4,2,3,2,3,1,1,1,1,-1.0786,-1.154,0.395,309.8,-0.9447,1,0
USA,159,5033,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,-1.6827,-2.4098,-1.3817,488.78,-0.3783,1,0
USA,159,5034,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,-1.3664,-1.0185,-1.3817,352.46,-0.3905,1,0
USA,159,5013,2,4,2,2,3,1,4,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-1.9702,496.8,-1.2028,1,0
