CNT,SCHOOLID,StIDStd,ST24Q01,ST24Q02,ST24Q03,ST24Q04,ST24Q05,ST24Q06,ST24Q07,ST24Q08,ST24Q09,ST24Q10,ST24Q11,ST27Q01,ST27Q02,ST27Q03,ST27Q04,ST27Q05,ST27Q06,ST27Q07,ST27Q08,ST27Q09,ST27Q10,ST27Q11,ST27Q12,ST27Q13,CSTRAT,ELAB,MEMOR,Reading,ESCS,gender,immig2
USA,70,2154,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,4,2,2,-1.0786,-0.6208,-1.3817,588.24,0.8209,0,0
USA,70,2153,1,4,3,2,2,2,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,2.6934,440.89,0.5788,0,0
USA,70,2150,1,2,2,1,3,1,1,1,1,4,4,4,2,4,4,1,4,,2,4,4,4,2,4,1.1341,0.8778,0.7412,480.17,-1.1932,0,0
USA,70,2161,1,2,3,1,3,1,3,2,2,3,3,3,2,4,3,1,2,1,2,2,2,3,2,2,-0.8077,0.0385,-0.2055,533.32,0.6221,0,0
USA,70,2138,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,568.12,0.3439,0,0
USA,70,2141,2,1,1,2,2,2,1,1,2,1,1,2,3,2,3,1,3,3,1,3,2,3,2,4,0.4861,-0.2743,-0.5436,542.22,0.6204,0,0
USA,70,2135,2,2,2,2,3,1,4,2,1,3,2,2,4,4,2,1,3,4,1,3,2,4,4,4,1.1341,0.0385,0.395,491.07,-0.3191,0,1
USA,70,2165,1,4,3,1,3,1,3,1,1,4,3,2,1,2,3,1,2,2,1,2,3,2,3,4,-0.8077,0.3277,-0.9276,517.85,-0.5195,0,1
USA,70,2160,2,2,1,1,2,2,3,2,2,2,2,3,2,4,4,1,2,1,1,1,2,4,2,3,-0.5485,0.0385,-0.2055,666.16,1.2374,0,0
USA,70,2152,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,1,-1.6827,-1.0185,-1.3817,410.67,0.5365,0,1
USA,70,2166,2,1,1,1,1,2,2,2,2,1,1,2,2,2,3,1,2,1,3,2,2,3,3,3,-0.5485,0.6034,-1.3817,514.56,0.6852,0,0
USA,70,2146,1,2,1,1,1,2,2,2,2,1,1,3,3,3,3,2,2,2,3,3,4,3,3,4,0.2159,1.1676,0.1036,556.65,1.3149,0,0
USA,71,2172,1,4,2,1,3,1,4,1,1,3,4,3,3,3,4,2,3,4,1,3,2,2,2,2,-0.2945,0.0385,0.6832,479.24,-0.2587,1,0
USA,71,2169,1,2,3,1,2,2,2,1,2,3,2,4,3,4,3,4,4,4,2,3,3,4,3,3,0.7826,0.6034,2.6934,465.5,0.0025,1,0
USA,71,2177,2,,,,,,,2,,,,4,4,4,4,2,1,4,2,4,2,4,1,4,0.7826,0.0385,1.3297,457.79,-1.1603,1,0
USA,71,2173,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,-1.0786,-1.0185,-0.5436,408.86,-0.2493,1,0
USA,71,2176,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,-0.0411,0.8778,0.6832,461.61,-0.0015,1,0
USA,71,2178,1,2,3,2,3,1,3,1,1,4,4,4,4,4,3,4,2,4,3,2,3,3,3,4,0.2159,0.8778,2.6934,449.45,0.3511,1,0
USA,71,2175,1,3,4,2,3,1,4,1,1,4,4,1,3,2,2,1,3,2,1,2,2,3,2,3,-0.0411,-0.6208,-1.3817,514.2,-0.2954,1,0
USA,71,2179,2,4,,1,1,1,3,2,2,2,2,4,4,4,3,2,4,4,3,2,4,3,4,3,0.4861,1.4986,1.3297,325.45,-1.1349,1,0
USA,71,2171,2,2,3,2,1,2,3,2,2,3,2,3,3,2,4,4,4,3,4,3,4,3,2,2,0.2159,1.4986,0.6832,321.16,-0.1512,1,0
USA,71,2168,2,3,2,2,3,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,3,2,2,-0.8077,0.0385,0.1036,462.37,-0.7279,0,0
USA,71,2182,1,1,1,2,1,2,1,1,1,2,1,2,3,3,2,1,2,,1,2,2,3,2,4,-0.0411,-0.6208,-0.4768,442.65,0.8861,0,0
USA,71,2183,2,3,3,1,2,2,3,2,2,2,2,2,4,3,2,1,3,2,2,3,2,3,2,3,0.4861,-0.2743,-0.5436,250.73,-0.7005,0,0
USA,71,2167,1,1,2,2,1,2,1,2,2,2,2,2,3,4,2,1,2,2,2,2,3,2,3,2,-0.8077,0.3277,-0.2055,379.48,-0.848,0,0
USA,71,2180,2,2,2,1,2,2,2,2,2,3,2,4,4,4,3,2,4,4,3,3,2,4,3,2,0.7826,0.6034,1.3297,366.17,-0.4447,0,0
USA,71,2174,2,3,2,2,3,2,4,2,2,2,2,1,2,1,2,3,3,3,2,1,2,1,2,3,-1.0786,-0.2743,-0.5436,434.72,-0.0693,0,0
USA,71,2181,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,3,1,1,-1.0786,-1.5227,-1.3817,396.8,-1.6101,0,0
USA,71,2170,2,4,3,1,3,1,3,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,2,3,-0.5485,0.0385,-0.5436,501.82,,0,0
USA,72,2205,2,1,2,2,1,1,3,1,2,2,2,3,4,3,2,3,4,4,2,3,1,3,1,2,0.4861,-1.0185,0.9843,422.05,0.6915,1,1
USA,72,2214,1,4,4,2,4,1,4,2,1,4,3,3,2,4,3,4,3,4,1,3,2,4,3,1,-0.2945,0.0385,1.7893,587.92,0.5268,1,1
USA,72,2193,2,3,2,2,3,1,4,2,2,3,2,3,4,4,4,3,3,4,2,3,3,4,2,3,0.7826,0.6034,1.3297,615.48,0.7108,1,1
USA,72,2221,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,2,2,2,2,3,2,3,2,-1.0786,0.6034,0.395,485.92,-1.4597,1,1
USA,72,2201,2,2,3,2,1,1,3,2,2,3,3,3,4,4,3,2,3,2,1,4,2,4,2,3,1.1341,-0.2743,0.395,554.39,0.3698,1,1
USA,72,2200,1,3,3,2,1,2,2,2,1,3,2,3,4,4,4,3,3,3,2,2,3,3,3,3,0.2159,0.8778,0.9843,540.49,1.6085,1,1
USA,72,2216,2,2,3,2,2,2,3,2,2,3,2,3,2,2,3,3,3,3,3,3,3,4,4,4,0.4861,1.1676,0.395,540.01,1.5035,1,1
USA,72,2210,1,2,2,1,1,1,3,1,1,2,1,1,4,1,2,1,2,4,3,2,2,2,2,2,-0.5485,0.0385,-0.9276,437.7,0.1927,1,0
USA,72,2209,2,2,2,1,2,1,2,2,2,3,2,2,3,4,2,1,3,2,2,3,1,4,2,3,0.4861,-0.6208,-0.2055,462.32,-0.0185,1,0
USA,72,2218,2,1,3,2,1,2,2,2,2,3,1,2,3,3,2,1,2,1,1,1,2,3,1,2,-0.8077,-1.0185,-0.9276,433.09,0.0537,1,0
USA,72,2194,2,3,3,2,3,2,3,2,2,3,2,3,3,3,3,2,3,2,2,2,3,3,2,3,-0.0411,0.3277,0.1036,516.9,0.1316,1,1
USA,72,2189,2,2,2,2,3,1,3,2,2,3,2,3,3,3,2,1,3,2,1,2,2,3,1,2,-0.2945,-1.0185,-0.2055,528.58,-1.6627,1,1
USA,72,2199,2,1,2,2,1,2,2,2,2,3,2,2,2,1,1,1,2,1,2,2,2,3,2,2,-0.8077,-0.6208,-1.9702,315.99,-0.7688,1,1
USA,72,2186,1,1,1,2,1,1,2,1,1,1,1,2,3,3,2,2,2,3,2,3,2,3,2,1,-0.5485,-0.2743,0.1036,448.82,-0.3888,1,1
USA,72,2208,2,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,3,1,1,3,3,1,1,-1.6827,-0.2743,-0.5436,488.78,0.4464,1,1
USA,72,2223,2,3,3,2,3,1,3,2,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,3,-0.5485,-0.2743,0.1036,427.92,-0.7214,1,1
USA,72,2206,2,2,2,2,3,2,2,2,2,2,2,3,4,4,3,2,2,2,1,2,2,3,2,1,-0.5485,-0.2743,0.395,548.83,0.0272,1,1
USA,72,2212,2,2,3,2,2,2,3,2,2,3,2,1,3,1,2,2,2,2,2,3,1,3,2,2,-0.2945,-0.6208,-1.3817,524.6,0.7591,1,0
USA,72,2202,1,4,3,1,3,1,4,2,1,4,4,2,4,2,3,4,4,2,2,3,1,3,2,3,0.7826,-0.2743,0.1036,542.79,-0.4145,1,1
USA,72,2191,1,3,3,2,3,1,4,1,1,4,3,2,2,4,4,3,3,2,2,2,3,3,2,2,-0.5485,0.6034,0.395,552.17,2.1369,1,0
USA,72,2204,2,2,3,1,4,1,3,1,1,3,2,3,2,4,3,2,4,4,3,4,3,4,4,4,1.1341,1.1676,0.9843,460.13,0.0728,0,1
USA,72,2197,2,1,2,1,2,2,2,2,2,2,2,3,3,3,2,3,2,4,2,2,1,2,2,2,-0.8077,-0.6208,0.9843,448.1,-1.4578,0,1
USA,72,2188,2,2,3,2,3,1,2,1,2,4,1,2,2,2,1,1,2,2,3,3,1,4,2,3,-0.0411,-0.6208,-0.9276,550.96,-0.0211,0,1
USA,72,2211,2,3,2,1,3,2,3,2,2,4,2,2,2,2,2,1,2,1,1,2,1,4,2,2,-0.5485,-1.0185,-1.3817,515.61,0.7886,0,1
USA,72,2198,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,3,3,3,2,1,-0.5485,0.0385,0.1036,413.39,0.3457,0,0
USA,72,2215,2,2,3,2,3,2,2,2,2,3,3,2,2,2,2,1,1,2,2,1,2,2,1,2,-1.6827,-0.6208,-0.9276,473.44,-0.4408,0,0
USA,72,2190,2,2,2,2,2,2,3,1,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,-0.8077,0.0385,-0.2055,433.92,-0.3272,0,1
USA,72,2217,2,2,2,2,2,2,3,2,2,3,3,2,3,3,3,1,3,4,2,2,1,3,1,1,-0.5485,-0.6208,0.1036,496.56,-0.8599,1,1
USA,72,2224,2,1,2,2,1,2,3,1,2,2,1,3,4,3,2,1,3,1,2,3,3,3,3,2,0.2159,0.3277,-0.5436,444.74,0.7108,0,1
USA,72,2187,1,2,4,1,2,2,3,2,1,4,2,2,3,4,4,2,3,2,2,4,1,4,2,3,0.7826,0.0385,0.1036,613.49,-0.2413,0,0
USA,72,2222,1,3,3,2,3,1,4,2,2,3,2,2,3,2,2,1,4,4,2,2,2,3,1,3,0.2159,-0.6208,-0.2055,571.48,0.4759,0,
USA,72,2207,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,2,3,2,4,2,3,0.4861,0.0385,0.395,618.62,0.9548,0,1
USA,72,2185,2,2,3,1,2,2,4,1,2,3,2,2,3,3,3,1,4,1,4,3,2,4,4,3,0.7826,1.1676,-0.9276,561.62,-0.6854,0,1
USA,72,2184,2,1,1,2,3,2,3,2,2,1,1,1,2,4,3,2,3,3,2,4,1,2,1,,-0.2278,-0.6208,0.1036,606.27,0.5067,0,1
USA,72,2192,2,2,3,2,2,1,2,2,2,2,2,2,4,2,3,2,2,1,1,1,1,3,2,2,-0.5485,-0.6208,-0.9276,414.51,-0.9062,0,1
USA,72,2220,2,2,2,2,3,2,3,1,2,1,3,3,4,3,3,2,3,3,2,2,1,4,4,4,0.7826,0.3277,0.395,625.27,-0.5246,0,1
USA,72,2225,2,1,1,1,1,1,3,2,1,3,1,2,3,3,3,3,3,2,4,4,4,3,4,3,0.4861,1.9347,0.1036,480.81,0.6732,0,1
USA,72,2196,2,2,1,1,2,1,3,1,1,3,1,2,3,2,4,2,4,2,3,2,4,3,4,3,0.2159,1.9347,-0.5436,469.91,-0.0378,0,1
USA,72,2203,2,2,3,2,3,2,2,2,1,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.9843,431.83,-0.3096,0,1
USA,72,2213,2,2,2,1,2,2,3,2,1,2,1,3,3,4,3,3,4,3,2,4,1,4,1,2,0.7826,-0.6208,0.9843,564.83,0.2684,0,1
USA,72,2219,2,2,2,1,3,2,3,2,2,2,2,2,4,3,3,1,4,2,4,3,3,4,3,3,1.1341,1.1676,-0.5436,469.59,1.0013,0,0
USA,72,2195,1,2,2,2,1,2,3,1,1,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,420.85,0.4295,0,1
USA,73,2226,2,2,2,2,1,2,3,2,2,3,2,2,2,3,1,2,2,3,1,2,1,3,1,2,-0.8077,-2.4098,0.1036,424.51,0.6312,1,0
USA,73,2253,2,2,2,2,2,1,4,2,1,1,2,3,2,3,1,1,1,1,2,2,3,1,1,1,-2.0532,-0.6208,-0.5436,298.91,-0.2462,1,0
USA,73,2236,2,1,2,2,3,2,2,1,2,2,1,4,3,4,3,4,3,4,,2,2,4,3,3,0.2159,0.416,2.6934,456.13,-1.7025,1,0
USA,73,2240,2,3,2,2,2,2,2,2,2,3,2,3,4,4,4,2,4,4,4,4,4,4,4,4,2.504,2.7571,0.9843,530.56,-0.1408,1,0
USA,73,2241,2,3,4,2,3,1,4,2,1,3,3,3,4,2,3,4,4,3,2,3,3,2,2,3,0.4861,0.3277,0.6832,506.57,-0.0487,1,0
USA,73,2255,2,2,2,2,1,2,2,1,2,2,1,2,3,3,3,3,3,3,2,4,3,4,3,3,0.7826,0.6034,0.395,409.57,0.0336,1,0
USA,73,2254,2,3,2,2,3,1,3,2,1,3,3,1,3,2,2,1,4,2,1,3,2,4,2,4,1.1341,-0.6208,-1.3817,523.49,0.6318,1,0
USA,73,2233,1,4,3,1,4,1,4,1,,2,2,3,4,4,3,3,4,3,2,3,3,4,4,4,1.6056,0.8778,0.9843,540.41,-0.8133,1,1
USA,73,2244,2,1,3,2,1,2,3,2,2,3,2,2,3,4,2,2,4,4,1,4,2,4,2,3,1.1341,-0.6208,0.6832,637.25,-0.2413,1,0
USA,73,2245,2,4,3,1,3,1,3,2,1,4,3,2,4,3,2,2,3,2,1,2,2,4,2,3,0.4861,-0.6208,-0.2055,561.38,-0.7879,1,0
USA,73,2243,2,3,3,2,2,1,4,2,1,3,3,3,3,4,3,2,4,3,2,3,2,4,2,3,0.7826,0.0385,0.6832,431.66,-2.3282,1,0
USA,73,2234,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,2,3,2,2,2,1,3,1,2,-0.2945,-1.5227,0.1036,432.37,-0.5246,1,0
USA,73,2229,2,3,3,1,2,2,3,1,1,3,3,2,2,3,2,2,2,2,1,2,1,2,2,3,-0.8077,-1.0185,-0.2055,471.14,-0.3583,1,0
USA,73,2248,2,1,1,2,1,1,1,2,2,3,1,3,3,3,3,2,3,3,2,2,2,3,3,3,-0.0411,0.3277,0.395,393.45,-0.7886,1,0
USA,73,2238,2,1,2,1,1,2,3,2,2,3,2,3,3,2,3,2,3,2,2,2,3,4,3,3,0.2159,0.6034,-0.2055,472.41,1.3149,1,0
USA,73,2256,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,2,4,1,2,2,2,2,3,3,-0.0411,0.3277,0.395,320.48,-0.5742,0,0
USA,73,2235,2,,1,,,2,3,,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,-2.5423,-2.4098,-3.0191,265.32,,0,
USA,73,2228,2,2,2,1,3,1,3,1,1,3,2,3,2,3,3,2,2,4,2,2,2,3,3,2,-0.8077,0.3277,0.6832,579.82,-0.4996,0,0
USA,73,2232,1,3,4,1,3,1,4,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,2.6934,356.55,1.2156,0,0
USA,73,2237,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,3,2,2,2,2,-0.2945,0.0385,-0.5436,468.39,-0.6811,0,0
USA,73,2251,1,2,2,2,1,2,2,2,2,2,2,4,3,4,4,4,4,4,2,3,4,3,4,2,0.2159,1.4986,2.6934,499.41,-0.4111,0,0
USA,73,2227,2,2,3,2,2,1,3,2,2,3,3,4,4,4,3,4,4,,2,4,2,4,2,3,1.6056,0.0385,2.5179,464.78,-1.1645,0,0
USA,73,2246,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,359.68,-1.7323,0,0
USA,73,2239,2,2,3,2,3,2,3,1,1,2,2,3,2,4,4,2,2,3,4,3,3,4,3,4,0.2159,1.4986,0.6832,476.89,-0.4961,0,0
USA,73,2242,2,1,1,2,1,2,1,2,2,3,1,2,3,4,1,2,4,3,2,3,2,4,2,3,0.7826,-0.6208,0.395,539.17,0.4304,0,0
USA,73,2247,2,3,2,2,3,2,3,2,2,3,2,4,4,4,4,4,4,3,4,3,4,4,3,4,1.6056,1.9347,1.7893,310.86,-0.7208,0,0
USA,73,2230,2,1,1,2,3,1,2,1,2,3,3,3,3,3,3,3,3,3,4,4,2,2,2,2,-0.0411,0.6034,0.6832,380.76,-0.7848,0,0
USA,73,2257,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.2055,393.59,-0.0924,0,0
USA,73,2252,2,3,3,2,2,1,3,2,2,2,3,2,2,3,2,2,3,3,2,2,2,3,3,2,-0.5485,0.0385,0.1036,405.46,-0.4435,0,0
USA,73,2258,2,2,2,2,3,2,2,,2,,2,4,2,3,1,2,2,4,3,4,4,4,3,3,0.2159,0.6034,0.9843,359.28,-0.2083,0,0
USA,73,2231,2,3,3,1,3,2,3,2,2,2,3,3,4,2,3,2,4,2,3,4,3,4,2,4,2.504,0.6034,-0.2055,490.51,-1.7023,0,0
USA,73,2250,1,2,1,2,1,2,2,1,1,2,1,2,3,3,2,2,3,1,1,2,4,3,2,4,0.2159,0.0385,-0.5436,463.9,-1.4206,0,1
USA,73,2249,2,3,3,2,3,1,4,2,2,4,4,3,3,3,3,2,3,3,2,3,2,3,2,3,0.2159,0.0385,0.395,569.64,-0.0206,0,0
USA,74,2295,1,1,1,2,1,2,1,1,2,2,1,3,3,4,3,2,3,2,1,2,3,4,2,3,0.2159,0.0385,0.395,538.58,0.9812,1,0
USA,74,2270,2,2,2,2,2,2,2,2,2,2,1,2,3,4,2,3,3,3,1,3,1,4,1,3,0.4861,-1.5227,0.6832,545.58,-0.1671,1,0
USA,74,2261,2,2,3,2,3,1,4,2,2,1,2,2,4,3,2,3,4,4,1,2,2,3,2,2,0.2159,-0.6208,0.6832,512.13,0.9756,1,0
USA,74,2272,2,3,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,2,2,3,2,2,-0.5485,0.3277,-0.5436,651.31,0.726,1,0
USA,74,2273,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,4,2,4,2,4,2,3,0.7826,-0.2743,0.6832,484.88,0.0794,1,0
USA,74,2288,1,2,1,1,3,1,3,1,1,2,3,4,4,4,3,2,3,4,2,2,1,3,2,4,0.4861,-0.2743,1.3297,537.63,-0.7015,1,0
USA,74,2280,2,2,3,2,3,2,4,2,2,3,3,2,3,3,3,3,2,3,1,1,1,3,1,3,-0.5485,-1.0185,0.395,565.67,0.6124,1,0
USA,74,2294,2,2,2,2,2,2,2,2,2,2,2,4,3,4,1,2,3,4,1,4,1,4,1,3,0.7826,-2.4098,1.3297,533.02,-0.2677,1,0
USA,74,2267,2,2,2,2,3,2,3,2,2,2,3,3,3,4,2,1,4,2,2,4,3,4,3,3,1.1341,0.3277,0.1036,566.94,0.3427,1,0
USA,74,2277,2,3,3,2,2,1,3,1,2,3,3,3,4,3,2,1,2,2,1,3,2,4,1,2,0.2159,-1.0185,-0.2055,584.18,0.4998,1,0
USA,74,2260,1,4,4,2,4,1,4,2,1,4,4,2,3,2,4,4,4,4,3,4,3,4,2,4,1.6056,0.8778,0.6832,615.32,1.0614,1,0
USA,74,2274,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,-2.0532,-2.4098,-1.3817,364.45,-0.4435,1,0
USA,74,2275,2,3,2,2,3,2,2,2,2,3,3,3,3,3,1,3,3,3,1,3,1,4,1,3,0.4861,-2.4098,0.6832,634.79,0.6318,1,0
USA,74,2259,2,2,3,2,3,1,3,1,2,3,4,4,3,3,3,2,4,2,2,3,2,4,2,4,1.1341,0.0385,0.395,615.48,-0.8023,1,0
USA,74,2279,1,2,2,2,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,1.7893,440,1.1409,1,0
USA,74,2283,2,2,2,2,2,2,2,2,2,3,2,4,4,4,4,3,4,4,3,3,3,4,3,4,1.6056,1.1676,1.7893,565.36,1.4204,1,0
USA,74,2293,2,1,1,2,1,2,1,1,2,1,1,2,3,3,3,2,2,2,2,4,4,3,3,3,0.2159,0.8778,-0.2055,379.55,1.5821,1,0
USA,74,2265,2,1,2,2,2,2,2,2,2,3,3,2,2,3,2,1,2,3,1,3,4,4,3,2,-0.2945,0.3277,-0.2055,448.82,-0.1143,1,0
USA,74,2264,1,3,3,1,3,1,4,1,1,3,3,2,3,4,4,1,4,2,1,3,2,4,2,3,0.7826,0.0385,-0.2055,746,1.4472,1,0
USA,74,2269,2,2,1,2,1,2,2,2,2,2,2,3,3,4,2,2,4,4,2,3,1,4,2,3,0.7826,-0.6208,0.9843,501.9,-0.5949,0,0
USA,74,2263,1,2,3,2,1,2,3,2,2,3,1,4,3,4,4,2,2,1,2,1,3,3,2,1,-1.0786,0.6034,0.395,496.45,-0.652,0,1
USA,74,2262,1,3,2,1,3,1,3,1,1,3,1,4,4,4,4,2,4,2,2,2,3,4,3,4,1.1341,0.8778,0.6832,464.3,0.4732,0,0
USA,74,2298,1,3,3,1,3,1,4,2,1,2,2,2,2,4,1,1,2,1,1,2,1,4,1,2,-0.5485,-2.4098,-0.5436,695.58,0.1901,0,0
USA,74,2284,2,2,3,1,3,1,3,2,1,3,3,2,3,3,3,2,4,4,2,3,4,4,3,3,0.7826,0.8778,0.395,523.94,0.1628,0,0
USA,74,2296,2,2,3,2,2,2,3,2,1,3,2,2,3,3,4,3,3,2,4,4,4,3,3,3,0.4861,1.9347,0.1036,542.14,0.0728,0,0
USA,74,2297,2,2,1,2,1,2,1,2,2,2,1,3,4,4,3,2,2,3,2,3,2,4,2,3,0.4861,0.0385,0.6832,499.41,-0.2199,0,0
USA,74,2285,1,3,2,1,3,1,3,2,1,3,2,4,4,4,4,2,4,4,3,4,4,4,4,4,2.504,1.9347,1.3297,631.53,1.186,0,0
USA,74,2289,2,2,2,2,2,2,3,2,2,2,2,2,3,4,2,3,4,4,2,3,3,2,3,4,0.4861,0.3277,0.9843,411.47,-0.2059,0,0
USA,74,2291,2,2,2,1,2,2,4,2,2,2,2,3,2,3,3,2,3,2,1,2,3,4,3,4,0.2159,0.3277,0.1036,566.11,-0.1564,0,0
USA,74,2268,,1,1,1,1,1,1,2,2,2,1,,,,,,,,1,,,,,,,-1.1081,,474.48,1.4014,0,0
USA,74,2290,2,2,2,2,1,2,2,2,2,2,1,3,3,4,3,3,4,3,2,4,3,4,2,3,1.1341,0.3277,0.9843,530.44,1.0548,0,0
USA,74,2292,2,2,2,2,1,2,1,2,2,2,2,2,4,4,3,3,4,3,3,4,4,3,3,3,1.1341,1.1676,0.6832,560.34,-0.3096,0,0
USA,74,2271,2,2,2,2,1,2,3,2,2,3,2,2,3,3,3,2,3,3,4,3,3,4,3,3,0.4861,1.1676,0.1036,495.4,0.7632,0,0
USA,74,2266,1,2,2,2,1,2,1,1,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,441.13,1.2195,0,0
USA,74,2281,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,4,3,3,3,-0.0411,0.8778,-0.5436,561.3,1.3971,0,0
USA,74,2278,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,612.21,0.0241,0,0
USA,74,2282,2,1,1,2,1,2,2,2,1,2,1,2,4,3,3,1,2,2,2,2,2,4,2,2,-0.0411,0.0385,-0.5436,599.14,0.5268,0,0
USA,74,2286,2,1,2,2,2,2,3,2,2,2,2,4,4,4,4,3,4,3,2,3,2,2,3,2,0.2159,0.6034,1.3297,473.44,0.3698,0,0
USA,74,2287,2,1,1,2,1,2,1,1,1,2,1,1,3,2,4,1,3,2,2,2,3,3,3,3,-0.0411,0.8778,-1.3817,680.83,1.2885,0,0
USA,74,2276,2,3,2,2,3,1,3,2,2,2,2,2,1,2,1,1,1,1,1,3,1,4,1,2,-0.8077,-2.4098,-1.3817,583.59,-0.1079,0,0
USA,75,2309,2,2,3,2,2,2,3,2,2,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,-1.0786,-0.2743,-1.3817,537,1.5264,1,0
USA,75,2311,1,3,3,1,3,1,4,1,1,4,4,1,4,2,2,2,4,3,2,3,3,4,3,3,1.1341,0.3277,-0.5436,498.63,-0.3008,1,0
USA,75,2306,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2,-0.8077,0.0385,-0.2055,393.92,0.5289,1,1
USA,75,2329,2,2,3,2,3,2,3,2,2,3,3,2,3,2,2,2,3,3,2,3,2,3,2,3,0.2159,-0.2743,-0.2055,555.9,1.3179,1,0
USA,75,2324,2,2,2,2,2,1,1,2,2,4,1,2,2,2,3,2,4,3,2,2,2,3,,1,-0.5485,0.1201,-0.2055,463.91,-0.0256,1,0
USA,75,2316,2,2,2,1,1,2,1,2,1,1,1,3,2,4,2,1,2,2,1,2,3,1,1,2,-1.3664,-0.6208,0.1036,448.82,0.0342,1,0
USA,75,2303,2,2,3,2,2,1,4,2,1,4,3,3,3,4,4,2,2,2,2,3,3,4,1,3,0.2159,0.3277,0.395,522.54,-0.8657,1,0
USA,75,2299,2,3,3,1,3,2,3,1,1,3,3,4,4,4,2,3,2,2,1,1,1,1,1,1,-1.3664,-1.5227,0.9843,607.06,-0.5755,1,0
USA,75,2320,2,2,1,1,1,2,2,2,2,3,2,4,4,4,4,2,4,4,2,4,3,4,3,4,2.504,0.8778,1.3297,440.08,-1.0927,1,1
USA,75,2310,2,2,2,2,1,1,1,2,1,2,2,2,3,2,2,3,4,4,3,2,1,3,2,3,0.2159,-0.2743,0.395,380.58,0.2667,1,0
USA,75,2302,2,1,2,1,3,2,3,2,2,2,1,2,4,2,1,1,1,3,1,2,3,2,3,3,-0.5485,-0.2743,-0.5436,449.85,0.2719,1,0
USA,75,2317,2,3,3,2,3,2,3,2,2,1,4,2,1,3,1,1,1,2,1,3,1,2,1,1,-1.6827,-2.4098,-0.5436,660.29,1.054,1,0
USA,75,2332,,,,,,,,,,,,2,3,3,4,4,3,3,4,4,3,4,3,3,0.7826,1.4986,0.6832,389.95,-0.631,1,
USA,75,2312,1,3,2,1,2,2,2,2,1,3,2,1,3,2,2,3,2,2,1,2,2,4,4,4,0.2159,0.0385,-0.5436,568.3,-0.1143,1,0
USA,75,2323,2,3,2,2,3,1,3,2,2,2,3,2,2,3,4,1,4,2,1,2,1,4,2,4,0.4861,-0.2743,-0.5436,643.13,-0.2582,1,1
USA,75,2304,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,-2.0532,-1.0185,-1.9702,398.21,-0.1466,1,0
USA,75,2330,2,2,3,2,3,1,3,2,2,3,3,3,3,2,2,1,2,3,1,3,2,2,2,2,-0.5485,-0.6208,-0.2055,602.14,-0.0199,1,0
